game,critic_score,user_score
Little Dragons Caf??,,
Werewolves Within,7.6,7.1
Pet Pals: New Leash on Life,,
Demon Gaze 2,,
Hysteria Hospital: Emergency Ward,,
Doraemon: Nobita no Kyouryuu 2006 DS,,
Nobunaga?s Ambition: Sphere of Influence ? Ascension,,
Ontamarama,7.3,
DokiDoki Majo Shinpan!,,
Starry * Sky: In Spring - PSP Edition,,
Dokapon Journey,6.5,
FIFA Soccer 2004,8.5,
Armored Core: Formula Front Extreme Battle,6.7,
Collar x Malice,7.4,8.5
Downforce,7.1,
Little Busters! Converted Edition,,
The Bureau: XCOM Declassified,5.5,6.5
Need for Speed (2015),,
The Elder Scrolls Online: Morrowind,7.7,6.6
Wicked Monster Blast!,,
Disney's Party,4.4,
Kart Racer,,
Tennis no Oji-Sama: 2005 Crystal Drive,,
Summon Night X: Tears Crown,,
Max & the Magic Marker,,
Sam & Max: Beyond Time and Space,,
Taiho Shichauzo!,,
Phantom Crash,7.5,
Yanya Caballista: City Skater,4,
Golf Club 2019,,
Expendable,6,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,,
rain,,
The Idolmaster: Gravure For You! Vol. 2,,
Arthur! Ready to Race,,
Thunder Force V: Perfect System,8.5,
The Typing of the Dead,8.6,
Prism: Light the Way,7,
Tenchu: Dark Secret,3.5,
Hail to the Chimp,7,
Jenga World Tour,2,
The Idolm@ster: Dearly Stars,,
Zumba Fitness Core,,
Over the Hedge: Hammy Goes Nuts!,,
Ivy the Kiwi?,7.3,
Bakemonogatari Portable,,
Real Farm,,
Macross ? Scramble,,
Tom Clancy's HAWX 2,,
Worms: WMD,,
Imagine: Artist,,
Shrek Super Party,4.9,
Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,,
Bakusou Kyoudai Let's & Go!! Eternal Wings,,
Monster 4x4: Masters of Metal,5.1,
Top Spin 2,5.2,
The Banner Saga Trilogy - Bonus Edition,,
Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,,
NHL Blades of Steel '99,5.1,
New Hayarigami,,
The Walking Dead: A Telltale Series Collection,,
Second Sight,7.9,
My Hero Academia: Battle for All,,
Philosoma,5,
Virtua Fighter CG Portrait Series Vol.5: Wolf Hawkfield,,
Noddy in Toyland,,
Puyo Pop,9,
Marriage Royale: Prism Story,,
Atelier Escha & Logy Plus: Alchemists of the Dusk Sky,7.5,8.2
Kamiwaza,,
Rave Master,6.8,
Syberia III,,
Suzuki Super-Bikes II: Riding Challenge,4.9,
Kinnikuman Muscle Grand Prix Max,,
Arcana Heart 3,,
Jim Henson's Muppets in Spy Muppets: License to Croak,,
Medal of Honor: European Assault (weekly JP sales),,
Alias,7.3,
Super Robot Taisen Neo,,
Sengoku BASARA Sanada Yukimura-den,,
Blazing Souls: Accelate,,
ESPN International Winter Sports 2002,5.5,
GRID,7.9,
All Star Tennis 99,5.1,
Blues Brothers 2000,4.9,
Chameleon Twist 2,6.1,
Dual Heroes,2.8,
Fighter Destiny 2,6.3,
Front Mission 2089: Border of Madness,,
Hercules: The Legendary Journeys,6.9,
Metal Max 2 Reloaded,,
OutRun 2006: Coast 2 Coast,7.3,
Kids Learn Music A+ Edition,,
Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,,
Mahjong 3D: Warriors of the Emperor,,
PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,,
Winning Post World,,
Arx Fatalis,7.8,
Slam Dunk SD Heat Up!!,,
Venetica,6,6.8
Scribblenauts: Showdown,,
Virtua Tennis 3,7.8,
MXGP Pro,,
Orcs & Elves,,
Dead in the Water,6.5,
Winning Post 7 2013,,
Detective Conan: Prelude from the Past,,
Dr. Seuss: Green Eggs and Ham,,
Atelier Rorona: Alchemist of Arland,,
Guilty Gear Dust Strikers,6,
Rugby 18,,
Dark Summit,6.5,
Has-Been Heroes,,
NAtURAL DOCtRINE,,
DiRT 2,9,
Odoru Daisousasen The Game: Sensuikan ni Sennyuu Seyo!,,
Turbo Turtle Adventure,7.5,
Deformers,,
Sengoku Basara 4: Sumeragi,,
Star Wars Battlefront II (2017),,
Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,,
S??bastien Loeb Rally EVO,,
Shinseiki Evangelion 2: Tsukurareshi Sekai - Another Cases,,
Corpse Party,7,
PQ2: Practical Intelligence Quotient,,
Extinction,5.2,1.1
My Riding Stables: Life with Horses,,
Chronicles of the Sword,,
DuckTales: Remastered,8.6,
Keiba Eight Special,,
The Lost Vikings,,
XBlaze Lost: Memories,,
Apex Construct,7.2,7
Bejeweled Twist,7.4,
Secret Files: Tunguska,,
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,,
Harukanaru Toki no Naka de 3,,
Fishing Sim World,,
Star Wars: Republic Commando,,7.7
Reel Fishing: The Great Outdoors,2.1,
Guild 01,,
Hotel for Dogs,,
Corpse Party: Blood Covered - Repeated Fear,,
Durarara!! 3-way Standoff,,
Ty the Tasmanian Tiger 3: Night of the Quinkan,,
Tokimeki Memorial Girl's Side 2nd Kiss,,
Fushigi no Dungeon: Fuurai no Shiren 3 Portable,,
Beastly Frantic Foto,,
Hokuto no Ken,,
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),,
Payday 2,7.9,3.7
Resident Evil 4,7.6,8
Stretch Panic,7,
George of The Jungle and the Search for the Secret,,
Chousoku Henkei Gyrozetter: Albatross no Tsubasa,,
Baku Baku,,
Fishdom,,
SD Gundam: Over Galaxian,,
Rogue Ops,6.1,
Gakusen Toshi Asterisk Festa: Houka Kenran,,
Smart Kid's Party Fun Pak,,
Adventure Time: Explore the Dungeon Because I Don't Know!,3.5,
BeatMania IIDX 3rd Style,,
Dream Salon,,
Metal Max Xeno,6.1,5.4
The Technomancer,6.8,7.3
Hummer Badlands,,
Woody Woodpecker: Escape from Buzz Buzzard Park,,
Toki Collector's Edition,,
Rock of the Dead,5,
Don't Starve,7.5,
"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",,
Furu Furu Park,3.5,
Surviving Mars,7.6,6.5
Alter Echo,6.8,
BeatMania IIDX 4th Style: New Songs Collection,,
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,,
Cars 3: Driven to Win,5.9,7
G1 Grand Prix,,
Around the World in 80 Days,3.5,
Houkago Shounen,,
Classic Dungeon X2,,
I am Setsuna,7,
Pinball Tycoon,,
Whirl Tour,5.1,
Major League Baseball 2K11,,
Cartoon Network Block Party,4,
Nicktoons: Attack of the Toybots,7,
Power Spike Pro Beach Volleyball,6.5,
Toukiden: The Age of Demons,,
White Album: Tsuzurareru Fuyu no Omoide,,
Harukanaru Toki no Naka de: Yumenoukihashi,,
Red Faction: Guerrilla Re-Mars-tered,7.3,4.4
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,,
SD Gundam: Scad Hammers,,
Yowamushi Pedal Asu e no High Cadence,,
Spitfire Heroes: Tales of the Royal Air Force,5.5,
Dakar 18,5.3,5
Super Bust-A-Move,8.8,
Mega Man Battle Chip Challenge,4,
Freelancer,9.2,
ZooCube,8.6,
Stunt GP,5,
D.Gray-man: Kami no Shitotachi,,
NBA 2K,8.9,
Strikers 1945,,
Jikkyou Oshaberi Parodius,,
Super Jinsei Game 2,,
World Series of Poker,4.7,
ARK Park,4.6,4.5
J-League Winning Eleven 2010: Club Championship,,
Johnny Bazookatone,5,
Reader Rabbit 2nd Grade,,
TNA iMPACT: Cross the Line,,
Reign of Fire,,
Koihime Musou,,
Singularity,7.5,
Deadliest Catch: Alaskan Storm,6.4,
Kekkon Zenya,,
Ms Saga: A New Dawn,,
Cartoon Network Racing,5.8,
Finny the Fish & the Seven Waters,,
Barnyard,5.6,
The Grim Adventures Of Billy & Mandy,6.6,
Next Generation of Chaos,,
GrimGrimoire,7.7,
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,,
Capcom vs. SNK: Millennium Fight 2000 Pro,6.9,
Golden Axe: The Duel,,
J-League '96 Dream Stadium,,
Crime Life: Gang Wars,3.9,
Tokimeki Memorial: Girls Side 1st Love,,
Rugby 2005,8,
Rock 'N Roll Racing,,
Taito Legends,,
Atelier Shallie Plus: Alchemists of the Dusk Sea,7.8,7.7
Silhouette Mirage,8.9,
Dynasty Warriors Vol. 2,5.4,
Gaist Crusher,,
Battle Chasers: Nightwar,8.5,8
Treasure Report: Kikai Jikake no Isan,,
Growlanser VI: Precarious World,,
Yu-Gi-Oh! World Championship 2007,,
B-Boy,3.8,
Block Kuzushi,,
LEGO Indiana Jones 2: The Adventure Continues,6.8,
American Bass Challenge,6.7,
American Chopper 2: Full Throttle,6,
Rugby 06,8.3,
Ultimate Ghosts 'n Goblins (JP sales),,
Fatal Frame II: Crimson Butterfly Director's Cut,8.7,
2002 FIFA World Cup,7.4,
Rock Band Country Track Pack 2,,
Colin McRae Rally 2005,9.1,
Venus & Braves: Majo to Megami to Horobi no Yogen,,
Pillars of Eternity,,
Wonder Boy: The Dragon's Trap (Remake),7.4,7.5
Zoop,,
Powerful Golf,,
Saiyuki: Journey West,8.4,
Secret Service,4.5,
Yomawari: The Long Night Collection,7.3,7.3
The Lord of the Rings: The Battle for Middle-Earth II,8,
Detective Conan: Marionette Symphony,,
Pirates vs Ninja Dodgeball,,
Atelier Ayesha Plus: The Alchemist of Dusk,7.6,8.4
MTX Mototrax,,
Winter Sports 3: The Great Tournament,,
American Chopper 2: Full Throttle,6,
Amnesia: Crowd,,
Just Sing,,
Carnival Games,,
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,,
Monster Hunter Frontier G,,
Medabots 9: Metabee Ver. / Rokusho Ver.,,
Gem Smashers,,
Ribbit King,,
VR Soccer '96,7.7,
Diabolik Lovers,,
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,,
Summoner: A Goddess Reborn,8,
Apassionata: Die Galanacht der Pferde,,
Microsoft Flight Simulator X Acceleration Expansion Pack,,
Test Drive: Ferrari Legends,,
Mighty No. 9,5.5,4.1
E.X. Troopers,,
Nobunaga's Ambition II,,
Kiniro no Corda 2 Encore,,
M&M's Adventure,,
ESPN Great Outdoor Games Bass 2002,5.5,
Sushi Go-Round,,
Need For Speed Underground,,
Soul Eater: Medusa no Inbou,,
Guild Wars Trilogy,,
Batman: The Enemy Within,,
Monster Jam: Crush It,,
The Sims,8.9,
Rugby Challenge 3,,
WRC 7,7,7.7
Punch King,,
World Championship Pool 2004,,
Prison Architect,8,7.1
V-Rally 3,8,
Kakuto Chojin,6.2,
Beyond Oasis,,
Robotech: Invasion,,
Jewel Quest Mysteries,,
Wii de Asobu Chibi-Robo!,,
Romance of the Three Kingdoms VI: Awakening of the Dragon,7.5,
To Heart 2 DX Plus,,
Moon,6.7,
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,,
Frogger: Ancient Shadow,5.3,
Naruto: Uzumaki Chronicles 2 (JP sales),,
Code Lyoko,,
Snoopy vs the Red Baron,,
Pet Vet: Down Under,,
Ship Simulator Extremes,,
"Warhammer 40,000: Dawn of War",8.8,
To Love-Ru Trouble Darkness: Battle Ecstasy,,
Kung Fu Panda: Showdown of Legendary Legends,,
Raze's Hell,7,
Zumba Fitness: World Party,,
Shin Megami Tensei NINE,,
Magic Carpet,7.5,
Hoshigami: Ruining Blue Earth,4,
GunPey DS,,
Cabela's African Safari,7.3,
Battleship / Connect Four / Sorry! / Trouble,,
NightCaster II: Equinox,,
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,,
SD Gundam G Generation World,,
Pony Friends,7,
Billy the Wizard: Rocket Broomstick Racing,2,
Time Crisis: Project Titan,8.5,
The Lost Treasures of Alexandria,,
Crusader: No Remorse,,
King's Quest: The Complete Collection,,
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,,
Ys: The Ark of Napishtim,6.1,
Black & Bruised,,
Fishing Sim World,,
World Series of Poker: Tournament of Champions 2007 Edition,4.6,
Centipede: Infestation,,
Need for Speed Carbon,7.9,
Balloon Pop,4.7,
Tom Clancy's Rainbow Six: Lockdown,7.4,
Full Spectrum Warrior: Ten Hammers,8.2,
Ashes Cricket,,
World Championship Poker: Featuring Howard Lederer - All In,,
SpongeBob: HeroPants,,
Wing Island,5,
Worms Reloaded,8.5,
MiniCopter: Adventure Flight,4,
Turok: Dinosaur Hunter,8.6,
Marvel Pinball: Epic Collection Volume 1,,
Wonder World Amusement Park,,
Gitaroo Man,,
Taiko no Tatsujin Portable 2,,
Atari Flashback Classics: Volume 3,,
Super Bubble Pop,4.2,
Dead or Alive Xtreme 3: Venus,,
FIFA Manager 12,7.2,4
Rock of the Dead,5,
Cabela's Trophy Bucks,5.1,
Counter Force,4,
Owlboy,8.8,6.6
Time Travelers,,
Amnesia Later,,
Yaiba: Ninja Gaiden Z,,
Crazy Chicken: Atlantis Quest,,
SpongeBob SquarePants: Plankton's Robotic Revenge,,
Intellivision Lives!,6,
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,,
Test Drive Le Mans,6.5,
Sesame Street: Elmo's A-to-Zoo Adventure,,
Pool Party,2.4,
Monster Jam: Maximum Destruction,,
Big Air Freestyle,6.4,
Hakuouki SSL: Sweet School Life,,
Rimo-Cocoron,,
Mike Tyson Heavyweight Boxing,3.1,
The Berenstain Bears and the Spooky Old Tree,,
The Escapists 2,7.3,7
FIFA Soccer 10,7,
Gravel,6.7,7
Rapala Fishing Frenzy 2009,2.5,
Hakuoki: Warriors of the Shinsengumi,,
Hiiro no Kakera DS,,
Arcana Famiglia: La storia della Aracana Famiglia,,
Gummy Bears Mini Golf,,
Jake Hunter Detective Story: Ghost of the Dusk,,
The Misadventures of Tron Bonne,7.5,
Assault Suit Leynos,6.7,6.7
Boing! Docomodake DS,7.5,
Color Cross,,
Ray Gigant,7.2,8.1
Smash Court Tennis 3,7,
Professor Heinz Wolff's Gravity,5.9,
Black Jack vs. Matsudajun,,
Brave Story: New Traveller (jp sales),,
Assassin's Creed: Altair's Chronicles,5.7,
Clever Kids: Creepy Crawlies,,
March of the Penguins,4,
Wrath Unleashed,7.8,
River City Soccer Hooligans,,
Cesar Millan's Dog Whisperer,,
Garou Densetsu 3: Road to the Final Victory,,
Bleach: Soul Carnival,,
Winter Sports 2011,,
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,,
Double Dragon Advance,7.9,
SNK Heroines Tag Team Frenzy,,
Bubble Bobble Revolution,3.5,
The Bible Game,6.5,
Inspector Gadget: Gadget's Crazy Maze,,
World Fantasista,,
Hyperdimension Neptunia Re;Birth2: Sisters Generation,6.7,7
Overcooked,,
Yager,,
Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,,
Ben 10 (2017),,
Lips: Deutsche Partyknaller,,
Puyo Puyo Tetris,,
Cocoto Kart Racer,4.5,
Futurama,6.7,
My Body Coach,,
Pool Hall Pro,,
Nazo Waku Yakata: Oto no Ma ni Ma ni,,
Choro Q 64 2: Hacha Mecha Grand Prix Race,,
Fantastic Four: Rise of the Silver Surfer,,
Activision Anthology,8,
Aokana: Four Rhythm Across the Blue,,
Galaxy Racers,,
Lux-Pain,4.2,
Devil's Third,3.8,5.7
Onrush,,
Wayne Gretzky's 3D Hockey '98,,
Warriors All-Stars,,
Dead Cells,8.7,7.5
God Wars: Future Past,,
Trigger Man,2,
Kimi ni Todoke: Tsutaeru Kimochi,,
Nora to Koku no Koubou: Kiri no Mori no Majo,,
Bad Boys: Miami Takedown,4.3,
Pro Evolution Soccer 2016,7.6,4.2
Active Life: Magical Carnival,,
Short Track Racing: Trading Paint,,
Yuki Yuna is a Hero: Memory of the Forest,,
Game no Kanzume Vol 1,,
Jonah Lomu Rugby Challenge,,
Rat Attack!,,
The Tale of Despereaux,2.1,
Nanda's Island,,
Ford Bold Moves Street Racing,3.5,
Cheer We Go!,,
Danny Phantom: Urban Jungle,,
Virtua Tennis 3,8,
Sotsugyou II: Neo Generation,,
Summon Night Craft Sword Monogatari: Hajimari no Ishi,,
Dead Alliance,,
Grey's Anatomy: The Video Game,6,
The King of Fighters 2002: Unlimited Match,,
Art of Fighting Anthology,7,
Looney Tunes: Cartoon Conductor,6.8,
Phoenix Wright: Revived Turnabout,,
Rapala Trophies,7,
Mana Khemia: Alchemists of Al-Revis (JP sales),6.6,
The Hustle: Detroit Streets,6.8,
Tomoyo After: It's a Wonderful Life CS Edition,,
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,,
Guilty Gear XX Accent Core,8.5,
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,,
National Geographic Panda (US sales),,
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,,
BlazBlue: Chrono Phantasma Extend,,
Beyblade Burst: God,,
Millipede / Super Breakout / Lunar Lander,,
Disney's Donald Duck: Goin' Quackers,,
World Trigger: Borderless Mission,,
Assault Rigs,6,
Wolfenstein,6.5,8
Candace Kane's Candy Factory,5.8,
Sushi Go-Round,,
Company of Heroes,9.4,
Yes! PreCure 5,,
Deer Hunter Reloaded,,
Trine 2: Director's Cut,7.8,8
World Championship Spelling,,
Enemy Front,,
Supreme Commander,8.7,
Fantastic Four: Rise of the Silver Surfer,,
Operation Flashpoint: Elite,5,
That's You!,7,7.1
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,,
Silent Hunter: Wolves of the Pacific,8.8,
"Roswell Conspiracies: Aliens, Myths & Legends",,
Front Mission,7.8,
Forza Motorsport 3: Ultimate Collection,,
Road Rage,,
Raid: World War II,4.6,3.5
Megadimension Neptunia VII,7.1,7
Shaun the Sheep,6.5,
Boktai 2: Solar Boy Django,7.9,
Darius Burst: Chronicle Saviours,,
Angelique Duet,,
Nobunaga's Ambition (2013),,
Shin Fortune Quest: Sokutaku no Kishi,,
Doom,8,
Family Fortunes,,
Zero Escape The Nonary Games,,
Crushed Baseball,,
Dark Arena,6.8,
Heatseeker,4.8,
Gem Smashers,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,,
TOCA Race Driver 2: Ultimate Racing Simulator & Colin McRae Rally 04,,
Microsoft Train Simulator,8,
Honda ATV Fever,,
Ben 10 Galactic Racing,,
I.Q. Remix+: Intelligent Qube,,
Growlanser,,
Terraria,,
Trollz: Hair Affair!,,
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,,
Grand Slam,6,
Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,,
Genkai Tokki: Seven Pirates,,
Rugby Challenge 3,,
The King of Fighters 2000,7.4,
The Dark Spire,8,
Lost Sphear,6.5,7.3
Disney Planes Fire & Rescue,,
D.C.F.S.: Da Capo Four Seasons,,
Disney's Meet the Robinsons,,
Kenka Bancho Otome,,
Hanayori Danshi: Koi Seyo Onago,,
Harley-Davidson: Road Trip,,
Vikings: Wolves of Midgard,6.7,6.6
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,,
Devil May Cry HD Collection,7.1,6.9
For Honor,7.6,5.2
Jewel Master: Cradle Of Rome 2,,
Sonic the Hedgehog 2,,
Cat Quest,7.4,7.5
FlatOut 2,8.3,
Arcana Heart 3: Love Max!!!!!,,
Rogue Trooper,8,
Backyard Baseball '09,1,
Spy Fiction,7.3,
Mafia,9.2,
Justice League: Chronicles,3.5,
Paw Patrol on a Roll,,
Black Mirror 2,,
Doko Demo Issho: Let's Gakkou!,,
INSIDE / LIMBO Double Pack,,
M&M's Beach Party,,
Ride to Hell: Retribution,,
Test Drive: Ferrari Legends,,
Tropico 3,8.1,
Conflict: Desert Storm II - Back to Bagdhad,6.9,
The Talos Principle,8.8,8.2
Top Gun,,
B's-LOG Partyƒ?¦,,
FIFA Street 2,4.8,
King Arthur,6.6,
Megadimension Neptunia VIIR,7.1,6.6
The Settlers History Collection,,
Chicken Shoot,,
Monster Trux Arenas: Special Edition,,
R.B.I. Baseball 2016,,
Dai Senryaku VII: Modern Military Tactics,5.8,
Monster High: New Ghoul in School,,
White Album 2: Shiawase no Mukougawa,,
Go Go Ackman 3,8.2,
Check vs. Mate,,
Uta no Prince-Sama: Repeat Love,,
Minna de Wai Wai! Spelunker,,
Advance Guardian Heroes,7,
Get Up and Dance,,
Riding Stables: The Whitakers present Milton and Friends,,
Castle of Shikigami III,7.2,
Pure Farming 2018,7,6.6
RollerCoaster Tycoon,8.7,9.7
Star X,4.5,
WarTech: Senko no Ronde,5.1,
Dragon's Dogma: Dark Arisen,8,8.3
Jerry Rice and Nitus' Dog Football,7,
City Life: World Edition,,
The King of Fighters Kyo,,
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,,
Record of Agarest War Mariage,,
San-X Land: Theme Park de Asobou!,,
Corpse Party: Book of Shadows,5.8,
Deer Hunter Reloaded,,
428: Fuusa Sareta Shibuya de,,
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,,
To Heart 2 Portable,,
Runaway: A Twist of Fate,7.9,7.9
Mahjong * Dream C Club,,
Naruto Shippuuden: Dairansen! Kage Bunsen Emaki,,
Overcooked,,
Twilight Syndrome: Kinjiratera Toshi Densetsu,,
National Geographic Challenge!,,
Tom Clancy's HAWX,6.7,
True Love Story 3,,
The Idolm@ster: Must Songs - Red Board / Blue Board,,
Little Battlers eXperience W,,
The Smurfs,6,
Strike Force Bowling,4,
Chessmaster,7.5,
Blood Will Tell: Tezuka Osamu's Dororo,,
Coraline,,
Aegis of Earth: Protonovus Assault,,
Hotel Transylvania 3: Monsters Overboard,,
SPRay,5.6,
Attack of the Movies 3D,4,
Red Ninja: End of Honor,4,
Air Conflicts: Secret Wars,,
The Wolf Among Us,,
Heavy Rain: Move Edition,,
Kanuchi: Shiroki Tsubasa no Shou,,
SX Superstar,3.6,
Katekyoo Hitman Reborn! Battle Arena,,
Saint Seiya: The Hades,,
Naruto Shippuuden: Shinobi Retsuden III,,
Saki Portable,,
Outlaw Tennis,7,
Earthfall,5.4,5.8
MLB 15: The Show,,
Langrisser: Re:Incarnation Tensei,1.5,
Resident Evil 5,7.5,7.3
Sengoku BASARA Sanada Yukimura-den,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,,
Renai Revenge,,
Thrillville: Off the Rails,4.5,
Battle Rage,,
Darksiders: Warmastered Edition,8,8
Igor: The Game,4,
No Rules: Get Phat,3,
Dead Head Fred,7.6,
XBLAZE Code: Embryo,,
Zombi Daisuki,,
Myth Makers: Trixie in Toyland,1.4,
Sea Monsters: A Prehistoric Adventure,5,
Secret Files: Tunguska,7.6,
Praetorians,8.9,
The Monkey King: The Legend Begins,4.5,
Diabolik Lovers: Lunatic Parade,,
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",,
Valkyria Revolution,5.6,5.6
Idol Time PriPara: Yume All-Star Live!,,
Nike+ Kinect Training,,
The Invincible Iron Man,6.4,
Dance Dance Revolution Disney Mix,,
NASCAR 07,7.5,
Maken Shao: Demon Sword,,
Casual Mania!,,
Scaler,8,
Super Robot Taisen OG Infinite Battle,,
BeatMania IIDX 16: Empress + Premium Best,,
Emergency Room: Real Life Rescues,,
FIFA Soccer 2003 (weekly jp sales),,
DoraMoji: Nobita no Kanji Daisakusen,,
High Heat Baseball 2002,,
Metal Gear Solid HD Collection,9,8.5
Horses 3D,,
Major League Baseball 2K12,,
James Cameron's Avatar: The Game,6.4,
Puyo Pop Fever,,
Bloody Roar Extreme,7.3,
Hana to Ikimono Rittai Zukan,,
Adventure Time: Pirates of the Enchiridion,,
Dragon Quest X: All in One Package,,
Senran Kagura Burst Re:Newal,6.5,4.1
Tennis Masters Series 2003,,
Shin Hayarigami,,
Ebikore+ Amagami,,
MLB SlugFest 20-04,8,
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,,
Pocket Pool,3.4,
Lise no Atelier: Ordre no Renkinjutsushi,,
Dragon's Dogma Online,,
Hero Must Die,,
Torino 2006,4.4,
Amnesia,,
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,,
Anima - Gate of Memories,,
The Kore Gang,7,
Great Battle Full Blast,,
Metal Slug 4 & 5,,
Ar Nosurge: Ode to an Unborn Star,,
The Sims Deluxe,,
Digimon Rumble Arena 2,7,
Wondership Q,,
Sine Mora EX,8,7.2
Adventure Time: Explore the Dungeon Because I Don't Know!,2.8,
NCIS,,
Doki Doki! Pretty Cure Narikiri Life!,,
Gravity Falls: Legend of the Gnome Gemulets,,
Watashi no Relaxuma,,
Phantom Kingdom Portable,,
Pac-Man World Rally,,
Challenge Me: Maths Workout,,
Way of the Samurai 2 Portable,,
One Piece: Great Pirate Colosseum,,
The Legend of Heroes: Trails in the Sky SC Evolution,,
You Don't Know Jack,9.2,
Deadliest Warrior: Ancient Combat,,
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,,
IL-2 Sturmovik: 1946,8.1,
Hellboy: The Science of Evil,3,
Mortimer Beckett and the Secrets of Spooky Manor,6.2,
LEGO Indiana Jones: The Original Adventures,8,
Little Busters! Converted Edition,,
Sengoku Otome: Legend Battle,,
Fashion Week Jr. Designer,,
Unison: Rebels of Rhythm & Dance,,
Zoo Quest: Puzzle Fun!,,
Duke Nukem Trilogy: Critical Mass,,
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,,
WTF: Work Time Fun,6.4,
Gormiti: The Lords of Nature!,,
Dungeon Raiders,,
Just Sing! Vol. 2,,
Dark Half,,
Axiom Verge,8.4,7.8
Elven Legacy,7.7,
Split/Second,8.5,
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,,
Shukufuku no Campanella Portable,,
Guilty Gear XX Accent Core,5.9,
Jewel Quest Mysteries 2: Trail of the Midnight Heart,,
Paws & Claws: Regal Resort,,
LEGO Pirates of the Caribbean: The Video Game,7.3,6.9
Chaos;Head - Love Chu*Chu!,,
Deadliest Warrior: Ancient Combat,,
Game of Thrones: A Telltale Games Series,,
Yourself Fitness,,
Need for Speed: ProStreet,,
Star Trek: Shattered Universe,3.9,
12Riven: The Psi-Climinal of Integral,,
