game,platform,publisher,developer,games_sold,year
Suzumiya Haruhi-Chan no Mahjong,PSP,Kadokawa Shoten,Kadokawa Shoten,0.02,2011
The King of Fighters Collection: The Orochi Saga (JP sales),PS2,SNK Playmore,SNK Playmore Corporation,0.02,2008
Tsuki no Hikari: Shizumeru Kane no Satsujin,PS2,Victor Interactive,Victor Interactive Software,0.02,2002
SteamWorld Dig 2,PS4,Rising Star Games,Image & Form Games,0.02,2018
Kanji Calligraphy Training,DS,Unknown,Unknown,0.02,2008
"Warhammer 40,000: Dawn of War: Soulstorm",PC,THQ,Iron Lore Entertainment,0.02,2008
XBlaze Lost: Memories,PSV,Aksys Games,Arc System Works,0.02,2015
Garfield's Nightmare,DS,Game Factory,Shin'en,0.02,2007
Sega Ages 2500 Series Vol. 26: Dynamite Deka,PS2,Sega,Sega,0.02,2006
Kong: The Animated Series,GBA,BAM! Entertainment,Planet Interactive,0.02,2002
Lumo,PSV,Rising Star Games,Unknown,0.02,2016
Air,PSV,Prototype,Unknown,0.02,2016
Koisuru Otome to Shugo no Tate Portable,PSP,Alchemist,Alchemist,0.02,2010
PachiPara 3D: Ooumi Monogatari 2 - Pachi Pro Fuuunroku Hana - Kibou to Uragiri no Gakuen Seikatsu,3DS,Irem Software Engineering,Irem Corp.,0.02,2012
Shirogane x Spirits!,PSV,Technical Associates Inc,Unknown,0.02,2016
Kono Subarashii Sekai ni Shukufuku o! Kono Yokubukai Game ni Shinpan o!,PSV,5pb,5pb. Inc.,0.02,2017
Bakumatsu Renka: Karyuu Kenshi-den,PS2,D3 Publisher,Vridge Inc.,0.02,2007
Iridium Runners,PS2,SouthPeak Interactive,Playstos Entertainment,0.02,2008
Nodame Cantabile: Tanoshii Ongaku no Jikan Desu,DS,Namco Bandai,Bandai Namco Games,0.02,2010
"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",PS2,Kadokawa Shoten,Vridge,0.02,2007
Princess Frontier Portable,PSP,Alchemist,Alchemist,0.02,2011
Saints Row: Gat out of Hell,XOne,Deep Silver,Volition Inc.,0.02,2015
Tiny Toon Adventures: Wacky Stackers,GBA,Conspiracy Entertainment,Warthog,0.02,2001
Mary King's Riding School 2,Wii,Midas Interactive Entertainment,Midas Interactive Entertainment,0.02,2009
Rock Blast,Wii,UFO Interactive,UFO Interactive,0.02,2010
Higurashi no Naku Koro ni Iki,PS3,Kaga Create,Unknown,0.02,2015
Touch Detective (JP sales),DS,Atlus,"BeeWorks Co., Ltd.",0.02,2006
Emergency Mayhem,Wii,Codemasters,Supersonic Software,0.02,2008
Mega Man Legacy Collection 2,XOne,Capcom,Capcom,0.02,2017
Metal Max Xeno,PSV,Kadokawa Games,Kadokawa Games,0.02,2018
Rising Zan: The Samurai Gunman,PS,Agetec,UEP Systems,0.02,1999
Ben 10 Omniverse 2,3DS,D3 Publisher,1st Playable Productions,0.02,2013
Titanic Mystery,Wii,O-Games,PlayV,0.02,2012
Mai-Otome Hime: Otome Butou Shi,PS2,Sunrise Interactive,Sunrise Interactive,0.02,2006
Robopon 2: Cross Version,GBA,Atlus,RED Entertainment,0.02,2002
TMNT: Mutant Melee,XB,Konami,Konami Computer Entertainment Hawaii,0.02,2005
Ultimate Puzzle Games,GBA,Telegames,"Telegames, Inc.",0.02,2005
Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,Marvelous Interactive,Marvelous Interactive,0.02,2008
Kimikare: New Semester,PSP,Idea Factory,Idea Factory,0.02,2012
Haneru no Tobira Wii: Girigirissu,Wii,Namco Bandai,Bandai Namco Games,0.02,2007
Norn + Nonette: Last Era,PSV,Idea Factory,Unknown,0.02,2015
RoboCop,XB,Titus,Titus Software,0.02,2003
Dragon Quest X: All in One Package,WiiU,Square Enix,Square Enix,0.02,2015
Elminage II: Sousei no Megami to Unmei no Daichi,PSP,Starfish,Starfish SD,0.02,2009
Dungeons 3,XOne,Kalypso Media,Realmforge Studios,0.02,2017
Blazing Souls,PS2,Idea Factory,Neverland,0.02,2006
Bomberman 2,DS,Hudson Soft,Hudson Soft,0.02,2009
Legendary,PC,Gamecock,Spark Unlimited,0.02,2008
Barnyard Blast: Swine of the Night,DS,DSI Games,"Sanuk Software Co., Ltd.",0.02,2008
NHL 2K3,GC,Sega,Treyarch,0.02,2002
Seinaru Kana: Orichalcum no Na no Motoni,PSP,CyberFront,Xuse,0.02,2012
Skullgirls: 2nd Encore,PS4,Arc System Works,Lab Zero Games,0.02,2016
The Hustle: Detroit Streets,XB,Activision,Blade Interactive,0.02,2006
This Is The Police,PS4,THQ Nordic,Weappy Studio,0.02,2017
Tail of the Sun,PS,Sony Computer Entertainment,ArtDink,0.02,1997
Wild West Shootout,Wii,Zoo Games,FrontLine Studios,0.02,2010
BoxBoy! Hakobume Box,3DS,Nintendo,HAL Laboratory,0.02,2017
Space Channel 5: Ulala's Cosmic Attack,GBA,THQ,Art Corporation,0.02,2003
Blood Bowl: Legendary Edition,PC,Focus Home Interactive,Cyanide Studio,0.02,2010
Disney Sports Basketball,GBA,Konami,Konami,0.02,2002
Virtua Quest,PS2,Sega,Artificial Mind and Movement,0.02,2005
Ozzy & Drix,GBA,Midway Games,Raylight Studios,0.02,2003
Balls of Fury,DS,DSI Games,Black Lantern Studios,0.02,2007
Heroes of the Pacific,PC,Ubisoft,IR Gurus Interactive,0.02,2005
Combat Flight Simulator 3: Battle for Europe,PC,Microsoft Game Studios,Microsoft Game Studios,0.02,2002
Nobunaga no Yabou: Soutensoku with Power-Up Kit,PSP,Tecmo Koei,Tecmo Koei Games,0.02,2011
Yamasa Digi World SP: Moeyo! Kung Fu Shukujo,PS2,Yamasa Entertainment,Yamasa Entertainment,0.02,2006
Castle Shikigami 2,PS2,XS Games,Alfa System,0.02,2004
Commandos 3: Destination Berlin,PC,Eidos Interactive,Pyro Studios,0.02,2003
Disney Sports Football,GC,Konami,Konami,0.02,2002
Flowers: Autumn Story,PSV,Prototype,Unknown,0.02,2016
Rabbids Invasion: The Interactive TV Show,PS4,Ubisoft,Ubisoft Paris,0.02,2014
Wizardry Twin Pack,PS3,Acquire,Acquire,0.02,2011
Gadget Racers (PAL),PS2,Zoo Digital Publishing,E-game,0.02,2003
Moe Star: Moeru Toudai Eigojuku,DS,Mirai Shounen,Mirai Shounen,0.02,2008
Romance of the Three Kingdoms 13 with Power-Up Kit,PSV,Tecmo Koei,Unknown,0.02,2017
Freestyle Metal X,GC,Midway Games,Deibus Studios,0.02,2003
Painkiller: Hell & Damnation,X360,Nordic Games,Farm 51,0.02,2013
Pulse Racer,XB,Jaleco,Jaleco Entertainment,0.02,2003
Saka Agari Hurricane Portable,PSV,Entergram,Alchemist,0.02,2017
Rad Rodgers,XOne,THQ Nordic,3D Realms,0.02,2018
Tegami Bachi: Kokoro Tsumugu Mono e,PSP,Konami,Konami,0.02,2010
Turbo: Super Stunt Squad,3DS,D3Publisher,Torus Games Pty. Ltd.,0.02,2013
Turbo: Super Stunt Squad,PS3,D3Publisher,Monkey Bar Games,0.02,2013
Uru: Ages Beyond Myst,PC,Ubisoft,Cyan Worlds,0.02,2003
Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,Nippon Ichi Software,Nippon Ichi Software,0.02,2009
NBA 07,PS2,Sony Computer Entertainment,SCE San Diego Studio,0.02,2006
Rogue Trooper,XB,Eidos Interactive,Rebellion Developments,0.02,2006
Spirits & Spells,GC,DreamCatcher Interactive,Wanadoo,0.02,2003
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,Namco Bandai Games,Unknown,0.02,2015
Canada Hunt,Wii,Virtual Play Games,Rhino Studios,0.02,2010
Full Metal Panic! Fight: Who Dares Wins,PS4,Bandai Namco Entertainment,Bandai Namco Games,0.02,2018
Myth Makers: Super Kart GP,Wii,Conspiracy Entertainment,Data Design Interactive,0.02,2007
Eyeshield 21: Portable Edition,PSP,Konami,Konami,0.02,2006
Tom Clancy's Splinter Cell Classic Trilogy HD,PSN,Ubisoft,Ubisoft,0.02,2011
FlatOut 4: Total Insanity,PS4,Unfinished Pixel,Kylotonn Entertainment,0.02,2017
Kabushiki Baibai Trainer: Kabutore! Next,DS,Konami,Kojima Productions,0.02,2007
Machi: Unmei no Kousaten,PSP,ChunSoft,ChunSoft,0.02,2006
Starhawk,PS3,Sony Computer Entertainment,LightBox Interactive,0.02,2012
Golden Nugget Casino DS,DS,Majesco,SkyRiver Studios,0.02,2005
Mechanic Master 2,DS,Crave Entertainment,Crave Entertainment,0.02,2010
Machi-ing Maker 4,PS3,D3 Publisher,D3,0.02,2011
World Class Rugby 2: Kokunai Gekitou Hen '93,SNES,Misawa,Denton Designs,0.02,1994
Monster High 13 Wishes,3DS,Little Orbit,Unknown,0.02,2013
Ketsui Death Label,DS,Arika,Cave,0.02,2008
Bejeweled Blitz,PC,PopCap Games,PopCap Games,0.02,2010
SD Gundam Force,GBA,Bandai,Tom Create,0.02,2004
Clover no Kuni no Alice,PSP,Quinrose,QuinRose,0.02,2011
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,D3 Publisher,Sankyo,0.02,2007
Art Academy: Home Studio,WiiU,Nintendo,Headstrong Games,0.02,2015
Micro Machines V4,PSP,Codemasters,Supersonic Software,0.02,2006
GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,Russel,Russel,0.02,2010
Planetarian: Chiisana Hoshi no Yume,PSP,Prototype,Key,0.02,2009
Cabbage Patch Kids: The Patch Puppy Rescue,GBA,Codemasters,1st Playable Productions,0.02,2007
Roommate Asami: Okusama wa Joshikousei,PS2,Datam Polystar,Datam Polystar,0.02,2002
Blackguards 2,XOne,Kalypso Media,Daedalic Entertainment,0.02,2017
Pirates: Legend of the Black Buccaneer,PS2,Valcon Games,WideScreen Games,0.02,2006
Super Speed Machines,DS,Majesco,Tantalus Interactive,0.02,2010
Chaos;Child,PS3,5pb,5pb. Inc.,0.02,2015
Ultraman All-Star Chronicle,PSP,Namco Bandai Games,Bandai Namco Games,0.02,2013
Amagoushi no Yakata,PS2,Nippon Ichi Software,FOG (Full On Games),0.02,2007
Ginga Tetsudou 999 DS,DS,Culture Brain,Culture Brain,0.02,2010
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,Namco Bandai Games,Unknown,0.02,2015
A-Train Exp.,PS4,ArtDink,ArtDink,0.02,2017
Aedis Eclipse: Generation of Chaos,PSP,NIS America,Neverland Company,0.02,2007
Franklin: A Birthday Surprise,PS2,Game Factory,Neko Entertainment,0.02,2006
Tennis World Tour,NS,Bigben Interactive,Breakpoint Studio,0.02,2018
Without Warning,XB,Capcom,CiRCLE Studio,0.02,2005
Let's Dance with Mel B,X360,Black Bean Games,Lightning Fish,0.02,2012
NEVES,DS,Yuke's,"BeeWorks Co., Ltd",0.02,2007
Suzunone Seven: Rebirth Knot,PS2,Alchemist,Alchemist,0.02,2010
Gal Metal!,NS,Xseed Games,DMM Games,0.02,2018
"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,Idea Factory,Idea Factory,0.02,2013
Digimon Rumble Arena,PS,Bandai,Bandai,0.02,2002
Zoids Dash,DS,Tomy Corporation,Tomy Corporation,0.02,2006
Vitamin X Evolution Plus,PSP,D3 Publisher,HuneX,0.02,2010
Dungeons - The Dark Lord,PC,Kalypso,Kalypso,0.02,2011
Hurry Up Hedgehog!,DS,O-Games,Unknown,0.02,2009
Runbow,3DS,Nighthawk Interactive,13AM Games,0.02,2017
Final Fight: Streetwise,XB,Capcom,Secret Level,0.02,2006
Goblin Commander: Unleash the Horde,GC,Jaleco,Jaleco Entertainment,0.02,2003
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!,3DS,FuRyu Corporation,FuRyu,0.02,2016
Nano Diver,PSP,Takara Tomy,Takara Tomy,0.02,2011
Elkrone no Atelier: Dear for Otomate,PSP,Idea Factory,Otomate,0.02,2012
Top Gear RPM Tuning,XB,Kemco,Babylon Software,0.02,2005
4 Play Collection - Dark Mysteries,PC,Avanquest Software,GSP,0.02,2014
Memories Off: Yubikiri no Kioku,X360,5pb,5pb. Games,0.02,2010
Chaos;Child,PS4,PQube,5pb. Inc.,0.02,2017
Minecraft: Story Mode - Season Two,NS,Telltale Games,Telltale Games,0.02,2018
Otometeki Koi Kakumei * Love Revo!! DS,DS,GungHo,GungHo Works,0.02,2008
Summer Challenge: Athletics Tournament,Wii,PQube,DTP Young Entertainment,0.02,2011
Destiny 2: Forsaken,PC,Activision,Bungie,0.02,2018
Project Highrise: Architect's Edition,PS4,Kalypso Media,SomaSim,0.02,2018
Rogue Trooper Redux,XOne,Rebellion,TickTock Games,0.02,2017
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,Namco Bandai Games,Unknown,0.02,2015
Cross ?? Channel,PSP,CyberFront,CyberFront,0.02,2010
Winning Post 8 2016,PS3,Tecmo Koei,Koei Tecmo Games,0.02,2016
Cabela's Big Game Hunter: Pro Hunts,WiiU,Activision,Cauldron,0.02,2014
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,Namco Bandai,Bandai Namco Games,0.02,2010
Touch My Katamari,PSV,Namco Bandai,Namco Bandai,0.02,2012
Touhou Shinpiroku ~ Urban Legend in Limbo,PS4,Mediascape,Twilight Frontier,0.02,2016
Gaist Crusher God,3DS,Capcom,Capcom,0.02,2014
"Warhammer 40,000: Inquisitor - Martyr",XOne,Neocore Games,Neocore Games,0.02,2018
Tomb Raider: Legend,PC,Eidos Interactive,Crystal Dynamics,0.02,2006
Memories Off: Yubikiri no Kikou,PSP,5pb,5pb. Games,0.02,2011
Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,Marvelous Interactive,Marvelous Interactive,0.02,2007
L.G.S: Shinsetsu Houshinengi,PSP,Idea Factory,Otomate,0.02,2012
Battle Engine Aquila,XB,Atari,Lost Toys,0.02,2003
Gotouchi Tetsudou for Nintendo Switch!!,NS,Bandai Namco Games,Grounding Inc.,0.02,2018
Silent Hill: Book of Memories,PSV,Konami Digital Entertainment,WayForward,0.02,2012
Kiss Bell,PSV,Giga,Giga,0.02,2014
Vikings: Wolves of Midgard,PC,Kalypso Media,Games Farm,0.02,2017
Discworld II: Mortality Bytes!,PS,Psygnosis,Perfect Entertainment,0.02,1997
One Piece Mansion,PS,Capcom,Capcom,0.02,2001
Platypus,PSP,Mumbo Jumbo,Squashy Software,0.02,2006
Uchi no 3 Shimai DS,DS,Culture Brain,Culture Brain,0.02,2008
Gun Gun Pixies,PSV,Compile Heart,Compile Heart,0.02,2017
My Ballet Studio,DS,505 Games,Arc System Works,0.02,2009
Soul Eater: Monotone Princess,Wii,Square Enix,Square Enix / Bones,0.02,2008
Strike Witches: Shirogane no Tsubasa,X360,CyberFront,CyberFront,0.02,2010
Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,Crave Entertainment,DC Studios,0.02,2006
Agatha Christie: Death on the Nile,PC,DreamCatcher Interactive,Oberon Media,0.02,2008
Dancing on Ice,DS,Ghostlight,Infusion Games Ltd,0.02,2010
The Haunted: Hell's Reach,PC,Visco,ValuSoft,0.02,2011
Emergency 2012,DS,Rondomedia,Quadriga Games,0.02,2010
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,Hudson Soft,Hudson Soft,0.02,2010
Moujuutsukai to Oujisama,PS2,Idea Factory,Idea Factory,0.02,2010
Cube,PSP,D3 Publisher,Metia Interactive,0.02,2007
Let's Pilates!,DS,Konami,Vanpool,0.02,2008
Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,Sunrise Interactive,Atelier-Sai,0.02,2007
Command & Conquer 3: Kane's Wrath,PC,Electronic Arts,EA Los Angeles,0.02,2008
Rogue Trooper Redux,PS4,Rebellion,TickTock Games,0.02,2017
Army Men: Major Malfunction,XB,Global Star Software,Team17 Software,0.02,2006
Hands On! Tangrams,DS,Storm City Games,Island Officials,0.02,2009
Vikings: Wolves of Midgard,XOne,Kalypso Media,Games Farm,0.02,2017
Dunamis 15,X360,5pb,5pb. Games,0.02,2011
Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,Gakken,Gakken,0.02,2007
Yoake Yori Ruriiro na Portable,PSP,Kadokawa Shoten,Kadokawa Shoten,0.02,2010
Big Bass Fishing,PS,Take-Two Interactive,Unknown,0.02,2002
Utawarerumono: Chiriyukusha e no Komoriuta,PSV,Aqua Plus,Aqua Plus,0.02,2018
Pippa Funnell: Ranch Rescue,Wii,Ubisoft,Phoenix Interactive Entertainment,0.02,2007
Pirates of the Burning Sea,PC,Sony Computer Entertainment,Flying Lab Software,0.02,2008
Reine des Fleurs,PSV,Idea Factory,Otomate,0.02,2015
Command & Conquer Collection,PC,Electronic Arts,EA Los Angeles,0.02,2003
Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,Taito,Taito Corporation,0.02,2007
Namco Museum 50th Anniversary (JP sales),PS2,Namco,Digital Eclipse,0.02,2005
Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,Gust,Gust,0.02,2009
Chou!! Super Nep League DS,DS,Jaleco,Jaleco Entertainment,0.02,2008
Irritating Stick,PS,Jaleco,Saurus,0.02,1999
Kamaitachi no Yoru: Rinne Saisei,PSV,5pb,Unknown,0.02,2017
Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,5pb,Unknown,0.02,2015
WTA Tour Tennis,GBA,Konami,Konami,0.02,2002
Judge Dredd: Dredd Vs Death,XB,Evolved Games,Rebellion Developments,0.02,2005
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,D3 Publisher,Ride On,0.02,2006
Borderlands: Game of the Year Edition,X360,2K Games,Gearbox Software,0.02,2010
Davis Cup Tennis,GBA,Ubisoft,Hokus Pokus,0.02,2002
Otome Riron to Sono Shuuhen: Bon Voyage,PSV,Dramatic Create,Unknown,0.02,2016
Pro Rally,GC,Ubisoft,Ubisoft,0.02,2002
Kimi ni Todoke: Sodateru Omoi,DS,Banpresto,Namco Bandai Games,0.02,2009
Turbo: Super Stunt Squad,Wii,D3Publisher,Torus Games Pty. Ltd.,0.02,2013
Brave Story: Boku no Kioku to Negai,DS,Bandai,Namco Bandai Games America,0.02,2006
Memories Off #5: Encore,PS2,CyberFront,KID Corporation,0.02,2007
Zombie Hunters 2,PS2,Essential Games,Tamsoft,0.02,2007
Custom Drive,PSP,D3Publisher,Vridge Inc.,0.02,2012
Let's Yoga!,DS,Konami,Vanpool,0.02,2008
Cookie & Cream,DS,Agetec,From Software,0.02,2007
Just Cause,PC,Eidos Interactive,Avalanche Studios,0.02,2006
The Great Ace Attorney 1 & 2 Special Edition,3DS,Capcom,Capcom,0.02,2017
Tsuyo Kiss 2 Gakki: Swift Love,PS2,Revolution (Japan),Revolution (Japan),0.02,2009
Konductra,DS,O3 Entertainment,oeFun,0.02,2006
Pillars of Eternity,PC,Obsidian Entertainment,Obsidian Entertainment,0.02,2014
Samurai Jack: The Shadow of Aku,GC,Sega,Adrenium,0.02,2004
The Book of Unwritten Tales 2,WiiU,Nordic Games,KING Art Games,0.02,2016
Winning Post 7 2013,PSV,Tecmo Koei,Tecmo Koei Games,0.02,2013
Project Highrise: Architect's Edition,NS,Kalypso Media,SomaSim,0.02,2018
Airline Tycoon,PC,Monte Christo Multimedia,Spellbound Entertainment,0.02,2001
Lost: Via Domus,PC,Ubisoft,Ubisoft Montreal,0.02,2008
The Incredibles: Rise of the Underminer,PC,THQ,Heavy Iron Studios,0.02,2005
Busou Renkin: Youkoso Papillon Park e,PS2,Marvelous Interactive,Marvelous Interactive,0.02,2007
Ore wa Shoujo Mangaka,PSP,Giza10,Giza10,0.02,2012
Puyo Puyo Tetris,WiiU,Sega,Sonic Team,0.02,2014
Unreal Tournament 2004,PC,Atari,Epic Games,0.02,2004
Exhibition Volume 6,XB,Microsoft,Various,0.02,2004
Hyakka Yakou,PSV,Idea Factory,Otomate,0.02,2015
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,Sega,Sega,0.02,2008
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,Disney Interactive Studios,Disney Interactive Studios,0.02,2011
Elven Legacy Collection,PC,Paradox Interactive,1C:Ino-Co,0.02,2010
The Longest Journey,PC,Funcom,Funcom,0.02,2000
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,Prototype,Prototype,0.02,2014
Valentino Rossi: The Game,PC,Namco Bandai Games,Milestone S.r.l.,0.02,2016
Pirates PlundArrr,Wii,Majesco,Boomzap,0.02,2010
Winning Post 8 2016,PSV,Tecmo Koei,Koei Tecmo Games,0.02,2016
Disciples III: Renaissance,PC,Kalypso,Akella,0.02,2010
Kao the Kangaroo Round 2,GC,Atari,Tate Interactive,0.02,2006
The Dark Hills of Cherai,PC,Big Fish Games,ChaYoWo Games,0.02,2009
Sarah: Keeper of the Unicorn,DS,DreamCatcher Interactive,Tivola,0.02,2009
Zoey 101: Field Trip Fiasco,DS,THQ,THQ,0.02,2007
Battle Spirits: Hero's Soul,PSP,Namco Bandai,Bandai Namco Games,0.02,2010
Dragon Star Varnir,PS4,Compile Heart,Compile Heart,0.02,2019
Dream C Club: GoGo.,PS3,D3Publisher,D3 Publisher,0.02,2014
Marvel Superheroes 3D: Grandmaster's Challenge,Wii,Neko Entertainment,Bigben Interactive,0.02,2010
Usavichi: Game no Jikan,DS,Bandai,Bandai Namco Games,0.02,2011
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,Alchemist,Alchemist,0.02,2010
Touhou Genso Wanderer Reloaded,PS4,NIS America,AQUA STYLE,0.02,2018
Otona no Renai Shousetsu: Harlequin Selection,DS,Nintendo,Nintendo,0.02,2010
Dark Void,PC,Capcom,Airtight Games,0.02,2010
Fortnite,PC,Epic Games,Epic Games,0.02,2017
W.L.O. Sekai Renai Kikousen,X360,5pb,AKABEi SOFT2,0.02,2010
White Album 2: Shiawase no Mukougawa,PSV,Aqua Plus,Aqua Plus,0.02,2013
Final Fantasy XI: All-In-One Pack 2006,X360,Square Enix,Square Enix,0.02,2006
Hiiro no Kakera: Omoi Iro no Kioku,PSV,Idea Factory,Idea Factory,0.02,2017
Torment: Tides of Numen?Ÿ??ra,PC,inXile Entertainment,InXile Entertainment,0.02,2017
Tour de France 2018,PS4,Focus Home Interactive,Cyanide Studio,0.02,2018
Joint Operations: Combined Arms,PC,NovaLogic,NovaLogic,0.02,2009
Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,Nintendo,Nintendo,0.02,2015
Fallen Legion: Rise to Glory,NS,NIS America,Unknown,0.02,2018
Total War Attila: Tyrants & Kings,PC,Koch Media,Creative Assembly,0.02,2016
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,Alvion,Alvion Inc.,0.02,2010
Winning Post 7: Maximum 2007,PS3,KOEI,Koei,0.02,2007
DJ Star,DS,Deep Silver,Deep Silver,0.02,2009
The Sims 4: Luxury Party Stuff,PC,Electronic Arts,The Sims Studio,0.02,2015
Dragon Booster,DS,Konami,Konami Computer Entertainment Hawaii,0.02,2005
Storm Lover 2nd,PSP,D3Publisher,Vridge Inc.,0.02,2013
Mario vs. Donkey Kong: Tipping Stars,WiiU,Nintendo,Nintendo Software Technology Corporation,0.02,2015
Nights of Azure 2,PSV,Tecmo Koei,Gust,0.02,2017
Arcana Famiglia 2,PSP,Comfort,HuneX,0.02,2013
Ratchet & Clank Collection,PSV,Sony Computer Entertainment,Mass Media,0.02,2014
Two Worlds,PC,SouthPeak Interactive,Reality Pump,0.02,2007
Nil Admirari no Tenbin: Kuroyuri En'youtan,PSV,Idea Factory,Idea Factory,0.02,2017
Shinkyoku Soukai Polyphonica,PS2,Prototype,Visual Arts,0.02,2007
Rugby World Cup 2015,PSV,Big Ben Interactive,HB Studios,0.02,2015
San Goku Shi DS 2,DS,KOEI,Koei,0.02,2007
Shin Sangoku Musou Online: Souten Ranbu,PS3,Tecmo Koei,Tecmo Koei Games,0.02,2010
Majesty 2: The Fantasy Kingdom Sim,PC,Paradox Interactive,Ino-Co / 1C Company,0.02,2009
V-Rally 3,XB,Atari,Eden Studios,0.02,2003
Dead to Rights,GBA,Namco,Torus Games,0.02,2004
Full House Kiss 2,PS2,Capcom,Tenky,0.02,2006
Thunder Force VI,PS2,Sega,"TechnoSoft Co., Ltd.",0.02,2008
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,Paon,Paon Corporation,0.02,2010
Dinotopia: The Sunstone Odyssey,GC,TDK Mediactive,Vicious Cycle,0.02,2003
SpongeBob: HeroPants,PSV,Activision,Behaviour Interactive,0.02,2015
PachiPara 3D,3DS,Irem Software Engineering,Irem Software Engineering,0.02,2011
Meiji Toukyou Renka: Twilight Kiss,PSP,Broccoli,Unknown,0.02,2015
Senran Kagura: Peach and Reflexions Limited Double Pack,NS,Marvelous,Marvelous,0.02,2018
LEGO Star Wars: The Video Game,PC,Eidos Interactive,Traveller's Tales,0.02,2005
Worms World Party,PC,Titus,Team17 Software,0.02,2001
Earth Defense Force 2017 (old JP sales),X360,D3 Publisher,Sandlot,0.02,2007
Gummy Bears Magical Medallion,Wii,Storm City Games,Storm City Games,0.02,2011
Sengoku Hime: Senran ni Mau Otometachi,PS2,Yeti,Yeti,0.02,2009
GTI Club: Supermini Festa!,Wii,Konami,Konami,0.02,2010
The Inner World: The Last Wind Monk,XOne,Kalypso Media,Studio Fizbin,0.02,2017
Monster Trux Offroad,Wii,Bold Games,Data Design Interactive,0.02,2007
Space Hulk: Deathwing,PS4,Focus Home Interactive,Cyanide Studio,0.02,2017
Mission: Impossible - Operation Surma,GC,Atari,Paradigm Entertainment,0.02,2004
Romance of the Three Kingdoms XII,WiiU,Tecmo Koei,Tecmo Koei Games,0.02,2012
Sora no Otoshimono Forte: Dreamy Season,DS,Kadokawa Shoten,Kadokawa Shoten,0.02,2011
